pre_text,airline_sentiment
llevamos dias esperando :clutch_bag: :clutch_bag: cuando pensais entregar :person_shrugging: :medium_skin_tone: ‍ :female_sign: ️ :thinking_face: servicio malisimo,negative
amb algu entendra catalogan grande libre carcajada jajajaja,neutral
gol cobresal,positive
leo arruina buena bici deja chaval tierra noche vamos linea ar,negative
no mola atencion telefonica cliente haga robot uso servicios internet,negative
puede haber vuelos cancelados huelga prat,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
oficial ex diego opazo nuevo refuerzo ñublense #primerab,neutral
encontrar maleta,negative
no pagais indemnizaciones cancelaciones aviacion civil britanica da razon voso,negative
quisiera compartir fun fact madre llama arrayan compañia aerea no parece magico,neutral
ahora llegan regalos navidad posible viajar equipaje mano perfumes envase original feliz navidad,neutral
claro claro si tampoco usan fingers ryr s,negative
barometro #business cada reservas utiliza tarjeta frequent flyers compañia aerea,neutral
mandaron oficinas segundo piso nadie atendio unicas personas salieron fuero,negative
suerte viaja amigo disfrutando l,positive
aterrizo parece va puto desmontar avion ffs,negative
hola podrian ayudar inconveniente favor servicio cliente telefono pesima gracias,negative
precios calidad #asco #putamierda #nuncamais,negative
hecho totalmente equivocada señoras no,negative
ay pepa vuelos donosti madrid monopolio billetes bajar tren,negative
pues llegado españa gracias retraso pillar taxi espero no perder tren,negative
pues no mejorasen procesos personal tuvier,negative
express lanza billetes euros,neutral
hecho beneficiada misma empresa denuncio sacaron ayudas concurso publi,neutral
pagado tener prioridad,neutral
horas domingo diciembre operado sale,neutral
loginewses express aerolinea bajo coste puntual noviembre,positive
puedes volver,neutral
parece normal euros melilla madrid dos personas bebe descuento residente #estafa,negative
japon directo vuelo tokyo dias tax incl,negative
increible sigue culebron recibido solo dos maletas,negative
asi accidente vuelo spanair letal españa decadas #video,negative
decadencia ser humano empieza x,negative
estimada lleva dos dias web poder buscar vuelos avios gracias,negative
rinconcito bella san nicola arcella #italia destino obligatorio pone cerca :crossed_fingers: :medium-light_skin_tone: :sparkles: :airplane: ️🇮🇹,positive
rt di #holaargentina :globe_showing_Americas: haz rt siguenos entraras sorteo viaje largo radio :airplane: ️ ba,neutral
oye no llegado rt dejado velvet familia,neutral
retrasa pago embarcar maleta mano leer,negative
echando vista atras acuerdo perdisteis maletas limpiasteis manos,negative
chao fifa nomas,neutral
llevo dias maleta no podido decir donde servicio atencion cli,negative
victimas reclaman audiencia nacional desclasificar papeles accidente spanair,negative
victimas reclaman audiencia nacional desclasificar papeles accidente spanair,negative
nueve compañias cancelan vuelos turquia descenso turismo,negative
podeis ayudarme gracias,positive
esperar h vuelo,neutral
noticias karla programa enero,neutral
lecciones aprendidas revisar siempre gaveta avion no viajes nunca no compres indu,negative
van traducir pagina web gallego tambien lengua co oficial solo catalan discriminacion,negative
muchas gracias amabilidad,neutral
reclaman euros cancelaciones,negative
prefiero ir nadando enlatado queria decir :smiling_face_with_smiling_eyes:,negative
vuelo paris losnprimeros pasajeros sido obligados mandar equipaje bodegas avion vacio,negative
cancela vuelos lanzarote barcelona temporada verano :pensive_face: compañia aduce,negative
cumplido mes cumplimente hoja reclamacion numero aeropuerto adolfo,negative
before flying ba rt share favor pasajeros demor,negative
pagina express favor vuelve quiero venga hermano verme volar stuttgart caro,negative
felicidades panama hoy cumple años primer vuelo comercial #panamaespaña,positive
black friday oferta vuelos ciudades euros volar diciembre abril alicante,positive
#iberiaseparafamilias seguro algun pasajero amable reubica podemos volar juntos,negative
santa barbera alicante,neutral
rt favor pasajeros demora devolucion dinero jodamoslos retuiteemos compartam,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
sepais si quedo regalo va ser culpa,negative
propia medicina si no quieren ir vueling vayan paguen vayan coche,negative
saludoespeciale feliznavidad pilotos mundo transportan nuestrossueños,positive
acuerdo dices siguiendo ejem,neutral
madrid :grinning_face: :grinning_face:,neutral
aumentara vuelos semanales ruta buenos aires madrid,positive
hola paquetes individuales vez botellas jabon normales tan derrochador,negative
busca convertirse amazon viajes oficinas madrid,neutral
jajajaja viaja liviano felipe parece q vas amsterdam navidad,negative
excelente alianza lt quiero,neutral
hola necesito reservar asiento vuelo ib pagina no permite pueden asistir gracias,neutral
hola podeis indicarme como vincular viajes tarjeta plus gracias,neutral
manda mail canjee puntos quiero reintegro ar compra :disappointed_face: jajajajj,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,negative
ser cierto no quejen aeromexico creo igual,negative
inaugura nuevo espacio premium aeropuerto madrid,neutral
parto cuantas veces va llegar pasajero millones supera cada dia,neutral
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
#retazosdegalicia #galicia vista #centrogallego buenos aires fotografa argentina,neutral
alicante #travelthursday :raising_hands: :raising_hands: :raising_hands: :raising_hands:,positive
azafatos veces cogido avion hecho reir,positive
compre anoche billete elegi asiento b recibi datos luego veo tarjeta embarque imprimir sale asiento f solucion,neutral
peor inicial proceso compra,negative
ajuste defraudacion fundiendo aerolineas argentinas,negative
#travelthursday madrid,negative
linea desastre peor existe dejaron maleta pagada extra,negative
huelga personal tierra españa diciembre via,neutral
coleccion configuracion sist entretenimienti a level,neutral
minutos comprar billete no puedo comprar web sigue,negative
llegue min salida vuelo fiumicino roma madrid quise hacer check in siquiera,negative
broma no si esperais señora años solucione semejante maltrato parte,negative
muchisimas gracias semana maleta llega dias despues no dignan mandarla,negative
hacer si cancela vuelo,neutral
hola sabeis si vuelo paris orly madrid lleva algun tipo retraso gracias,neutral
bendigo vida ido vacaciones tan barato,positive
experiencia comida celiacos pechuga insipida dura seca ensalada salmon odio,negative
lata recordar hizo deportes concepcion,negative
ayuda perdio maleta grande azul claro torre eiffel dibujada barajas alguien trabaje alli puede ayudarme culpan aeropuerto,negative
ultimo viaje #viajar #volar #travel,positive
martes toca :flexed_biceps:,neutral
quiero unooo,neutral
vergonzoso desamparo clientes lamentable dejacion persona ati,negative
derechos pasajeros aereos – puede alguien responderme telefono atenc,negative
valor entrada encuentro v s #ñublense sabado angeles no weones caras raja :pouting_face: :pouting_face: :pouting_face:,negative
japon directo vuelo tokyo dias tax incl,neutral
llevo hrs recibir novedades equipaje perdido aparentemente haber llegado barajas,negative
trabajadores convocan huelga aeropuerto barcelona diciembre,negative
tras recuperar contraseña varias veces conseguido funcione app desktop sigue dicie,negative
vergonzoso,neutral
express celebra cinco años oferta plazas solo euros,neutral
bien voy ahora tenerife toca llevar portatil gaming pesado mano obligan factu,negative
app no detecta reserva vuelo mañana quiero hacer check in online ayuda favor,neutral
retrase vuelo putada retrase vuelo volando colmo putadas,negative
divertido compras app inmediata factura dias correo postal demanda,neutral
#miami :smiling_face_with_heart-eyes: #cielo :airplane_departure: #usa #light #night #loveaviation #fly #plane #sky #cuandovesenvezdemirar,negative
incrementara oferta ruta #madrid #buenosaires asientos,positive
menudo regalazo hizo samsung pasajeros vuelo #note abordo,positive
despues ademas quieren q factures maleta pagando ser puntuales q,negative
vuelo ib retrasado h justificacion perdida conexion d viaje hotel etc respuesta sentimos,negative
hombre caras complices youtubers periodistas especializados iban,negative
mmmmmm pregunta dificil pitonisa sds,positive
asi accidente vuelo spanair letal españa decadas video,negative
distintos diseños uniformes azafatas cargo modistos españoles pertegaz berhanyer,neutral
revisen proveedores comidas españa menu business hoy mediocre,negative
empieza ser preocupante creo,negative
soñado llamaba entrevista segun todas peliculas visto ahora suced,positive
cuenten pillo breve :airplane_departure:,negative
inaugura nuevo espacio premium sentirte reina rey lt html gt lt head gt lt title gt moved perma,neutral
hola buenas gustaria haceros consulta,neutral
aeropuerto,neutral
debido retraso ib,neutral
señora hace apologia independentismo no puede formar parte image,negative
decid llevais onigiris souvenirs,neutral
asi no no no no no hacer cosas correctamente gente quiere casa,neutral
share rt cobran instantaneamente ventas devolver dinero mal cob,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
q morro ver si soluciona,negative
declaraciones presidenta ana bull gustaria escuchar leer autocritica si continua cargo,negative
menos mal repente aparecio pista aterrizaje no paseo castellana,positive
pues si voy hacer cansado importa cliente,negative
leo olvido mostraron peor faceta pase dias,negative
chico vueling qatar emirates no se esperas,negative
espectacular mismo combustible ajustado hermanos wright,neutral
despues quebrada viasa recuerdo ta republica,neutral
puse reclamo fecha diciembre fecha no recibido respuesta correo salia teni,neutral
comentario escribe relatos octubre iv tripulacion olivia,neutral
maltrata llevo agosto arregle maleta rompio vuelo cada vez pone trabas m compañia,negative
puerta alcala miralo miralo puerta alcala jajajajajajajjaja,positive
sufre primera huelga pilotos historia,negative
aumentara vuelos semanales buenos aires,positive
h llamadas sigo informacion equipaje perdido sabado cosas pasan si,negative
hola quitado vuelo oviedo madrid domingos febrero tarde noche ahora solo veo,negative
no se retraso dos horas sido imposible coger cercanias,negative
hecho ninguna respuesta parte llamar aeropuerto turin,negative
años pasaron despues haber volado reina monton cosas vu,positive
entrega equipajes t barajas traca sola vez no qu,negative
apoyo solidaridad personal experiencia impotencia suponer ver empresa,negative
favor necesito equipaje vuelo buenos aires barcelona vuelo barcelona madrid,negative
buenas problemas realizar checkin online pagina tira error intente mas,negative
asi da gusto llevar bici lamentable,negative
hace años unio madrid barcelona pesetas cuanto costaria hoy billete,neutral
llegando españa nuevo siempre gustazo volar :clapping_hands: :medium-light_skin_tone: :airplane_departure:,neutral
hace años unio madrid barcelona pesetas cuanto costaria hoy billete,neutral
